Date,gdp,cpi,cpi_core,mmr,neer,eur_tnd,usd_tnd,gdp_ea,cpi_ea,nr_ea,wp_oil,cpi_freshfood,cpi_administ,cpi_core1,cpi_food,cpi_energy,cpi_core2,fisc_bal,gdp_agriculture
2014Q2,22161.2687508972,94.9512788766025,94.9239640357894,4.73485304659498,101.882743351818,2.22698047619048,1.62261841269841,2424638.4,100.183333333333,0.298583333333333,209.564401469489,94.6204233837625,95.5612232670749,94.7547311768064,94.5922213379049,96.4437048135888,94.9239640357894,-0.202487843599538,1932.4962935368
2014Q3,22311.0190403856,96.5160856422513,96.1283555335281,4.94758781362007,97.7754548622829,2.30013333333333,1.73493333333333,2435317.2,99.79,0.164508658008658,194.81225846467,97.549945090716,97.9116183372936,95.692990190652,96.558626268717,99.7843440014271,96.1283555335281,-2.86951813752031,1971.89489917728
2014Q4,22436.1657240685,97.6216954748543,97.3153989846308,4.913,97.6597031778063,2.28702362318841,1.83053362318841,2445722.4,99.9066666666667,0.0814803751803752,144.957776046056,98.5672802738306,98.4055367998838,97.0832990880089,97.7581030108194,99.8451490207737,97.3153989846308,-17.1143689674012,1987.40165839083
2015Q1,22398.8363552826,98.7466003140086,98.1747555469721,4.83533410138249,99.9693280989758,2.17958174603175,1.93373031746032,2461570.2,99.03,0.0460507936507937,103.144133971596,100.855919884789,99.5138887321734,97.9727652472843,99.8605412255953,99.9021384396406,98.1747555469721,0.867627950056433,2033.66964374312
2015Q2,22407.8490556796,99.5296906357736,99.4427315155084,4.78977777777778,101.269749086176,2.14846666666667,1.94253333333333,2472527.7,100.62,-0.00656746031746032,118.513335135736,99.6460810610861,99.8505206852772,99.365752668623,99.6242669209044,99.9662394727765,99.4427315155084,-1.70085116709659,2043.1539336036
2015Q3,22422.1966010353,100.181047118781,100.399303358872,4.76443727598566,100.052828251919,2.18177533333333,1.96007233333333,2483333.5,100.183333333333,-0.0278170838823013,95.4786176624947,98.9695100697474,99.9572571601022,100.531083536607,99.6741591970178,100.024935717656,100.399303358872,-5.06196419846311,2080.29388210772
2015Q4,22573.3014299278,101.542661931437,101.983209578648,4.44192114695341,98.7080945629291,2.19946666666667,2.01016666666667,2495048.5,100.163333333333,-0.0893398268398269,82.8639132301722,100.528488984377,100.678333422447,102.130398547486,100.841032656482,100.106686369926,101.983209578648,-12.0379184341319,2110.00391032278
2016Q1,22557.7393370681,101.906236053563,102.516718813766,4.22139784946237,97.1742563987267,2.23913333333333,2.032,2508408.3,99.0833333333333,-0.186081746031746,65.5672004961911,100.391611859719,100.371132877983,102.890334004898,101.087519051797,99.3810306408244,102.516718813766,-6.67428561645008,1848.45315155512
2016Q2,22639.1036557571,102.936996745946,103.587367575949,4.23245161290323,93.7026892985957,2.34248560606061,2.07397803030303,2515174.2,100.51,-0.258093795093795,87.6985957155807,102.352290202319,100.614205328269,104.070113687634,102.327660406321,99.3303729162012,103.587367575949,-3.08897290804976,1879.4153939573
2016Q3,22669.0787014338,103.971687730269,104.771049153106,4.25970967741935,89.6562788093785,2.46363333333333,2.2085,2526344.1,100.446666666667,-0.298125854821507,87.405970196727,104.157001201183,101.302522876437,105.095041448793,103.367792990248,99.0332328341972,104.771049153106,-4.03904479402746,1928.28573124855
